1	"TKCAD: AUFLÖSUNG / LIQUIDATION"									
"1.5.2.1"	"Sprach-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCAD\GEK\2\1"	982	"No"	"H"	"LANGIDSCHEME"
"1.5.2.2"	"Sprachcode"	"Yes"	0	"Alphanumeric"	3	"#TKCAD\GEK\2\2"	9981	"No"	"H"	"LANGUAGE"
"1.5.3"	"Institutions-Kurzname"	"No"	0	"Alphanumeric"	19	"#TKCAD\GEK\3\1"	3822	"No"	"H"	
1.6	"AUFLOESUNG / LIQUIDATION INFORMATION"	"No"	2	"Number"	0	"#TKCAD\CAA"	"CAA"	"Yes"	" "	
"1.6.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCAD\CAA\1"	"K991"	"Yes"	" "	
"1.6.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCAD\CAA\1\1"	991	"Yes"	" "	"SEGQUAL"
"1.6.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCAD\CAA\1\2"	992	"Yes"	" "	"FIELDQUAL"
"1.6.2"	"Name Liquidator"	"No"	0	"Alphanumeric"	120	"#TKCAD\CAA\2\1"	9997	"Yes"	"H"	
"1.6.3"	"Adresse Liquidator"	"No"	0	"Alphanumeric"	240	"#TKCAD\CAA\3\1"	9998	"Yes"	"H"	
"1.6.4"	"GV-Datum"	"No"	0	"Alphanumeric"	8	"#TKCAD\CAA\4\1"	2801	"Yes"	"H"	"DATE"
"1.6.5"	"Löschung im HR"	"No"	0	"Alphanumeric"	8	"#TKCAD\CAA\5\1"	2801	"Yes"	"H"	"DATE"
1.7	"QUERVERWEIS AUF ANDERE MELDUNG"	"No"	30	"Number"	0	"#TKCAD\REF"	"REF"	"Yes"	" "	
"1.7.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCAD\REF\1"	"K991"	"Yes"	" "	
"1.7.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCAD\REF\1\1"	991	"Yes"	" "	"SEGQUAL"
"1.7.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCAD\REF\1\2"	992	"Yes"	" "	"FIELDQUAL"
"1.7.2"	"INSTRUMENT-IDENTIFIKATION"	"Yes"	0	"Number"	0	"#TKCAD\REF\2"	"K981"	"Yes"	" "	
"1.7.2.1"	"Instrument-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCAD\REF\2\1"	981	"Yes"	"H"	"INSTRIDSCHEME"
"1.7.2.2"	"Instrument-ID"	"Yes"	0	"Alphanumeric"	12	"#TKCAD\REF\2\2"	7842	"Yes"	"H"	
"1.7.3"	"Meldungsgegenstand"	"Yes"	0	"Number"	3	"#TKCAD\REF\3\1"	7891	"Yes"	"H"	"K-200"
"1.7.4"	"Datum Ersterfassung"	"Yes"	0	"Alphanumeric"	8	"#TKCAD\REF\4\1"	7892	"Yes"	"H"	"DATE"
"1.7.5"	"Laufnummer"	"Yes"	0	"Number"	3	"#TKCAD\REF\5\1"	7893	"Yes"	"H"	
1.8	"MEHRSPRACHIGE BEMERKUNGEN"	"No"	12	"Number"	0	"#TKCAD\TXN"	"TXN"	"Yes"	" "	
"1.8.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCAD\TXN\1"	"K991"	"Yes"	" "	
"1.8.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCAD\TXN\1\1"	991	"Yes"	" "	"SEGQUAL"
"1.8.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCAD\TXN\1\2"	992	"Yes"	" "	"FIELDQUAL"
"1.8.2"	"SPRACH-IDENTIFIKATION"	"Yes"	0	"Number"	0	"#TKCAD\TXN\2"	"K982"	"Yes"	" "	
"1.8.2.1"	"Sprach-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCAD\TXN\2\1"	982	"Yes"	"H"	"LANGIDSCHEME"
"1.8.2.2"	"Sprachcode"	"Yes"	0	"Alphanumeric"	3	"#TKCAD\TXN\2\2"	9981	"Yes"	"H"	"LANGUAGE"
"1.8.3"	"Bemerkungen/Ergänzungen"	"No"	0	"Alphanumeric"	850	"#TKCAD\TXN\3\1"	9992	"Yes"	"H"	
1.9	"QUELLE"	"No"	40	"Number"	0	"#TKCAD\TQU"	"TQU"	"Yes"	" "	
"1.9.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCAD\TQU\1"	"K991"	"Yes"	" "	
"1.9.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCAD\TQU\1\1"	991	"Yes"	" "	"SEGQUAL"
"1.9.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCAD\TQU\1\2"	992	"Yes"	" "	"FIELDQUAL"
"1.9.2"	"Datum"	"No"	0	"Alphanumeric"	8	"#TKCAD\TQU\2\1"	2801	"Yes"	" "	"DATE"
"1.9.3"	"QUELLEN-BESCHREIBUNG"	"No"	0	"Number"	0	"#TKCAD\TQU\3"	"K853"	"Yes"	" "	
"1.9.3.1"	"Quellencode"	"Yes"	0	"Number"	5	"#TKCAD\TQU\3\1"	1801	"Yes"	"H"	"SOURCETYPE"
"1.9.3.2"	"Quellen-Beschreibung"	"No"	0	"Alphanumeric"	240	"#TKCAD\TQU\3\2"	1802	"Yes"	"H"	
1.1	"KONTROLLE"	"No"	2	"Number"	0	"#TKCAD\TKO"	"TKO"	"Yes"	" "	
"1.10.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCAD\TKO\1"	"K991"	"Yes"	" "	
"1.10.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCAD\TKO\1\1"	991	"Yes"	" "	"SEGQUAL"
"1.10.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCAD\TKO\1\2"	992	"Yes"	" "	"FIELDQUAL"
"1.10.2"	"Datum"	"No"	0	"Alphanumeric"	8	"#TKCAD\TKO\2\1"	2801	"Yes"	" "	"DATE"
"1.10.3"	"Zeit"	"No"	0	"Alphanumeric"	9	"#TKCAD\TKO\3\1"	2802	"Yes"	" "	"TIME"
"1.10.4"	"Kontrolliert durch"	"No"	0	"Alphanumeric"	8	"#TKCAD\TKO\4\1"	1803	"Yes"	" "	
2	"TKCBD: BANKRUPTCY / KONKURSVERFAHREN"									
2.1	"BANKRUPTCY / KONKURSVERFAHREN DOC-HEADER"	"Yes"	1	"Number"	0	"#TKCBD\CBD"	"CBD"	"Yes"	" "	
"2.1.1"	"DEFINITION DOC-TRANSAKTION"	"Yes"	0	"Number"	0	"#TKCBD\CBD\1"	"K801"	"Yes"	" "	
"2.1.1.1"	"VDF Releasenummer"	"Yes"	0	"Number"	3	"#TKCBD\CBD\1\1"	803	"Yes"	" "	
"2.1.1.2"	"DOC-Transaktions-ID"	"No"	0	"Alphanumeric"	20	"#TKCBD\CBD\1\2"	808	"Yes"	" "	
"2.1.1.3"	"DOC-Transaktionsart"	"No"	0	"Number"	3	"#TKCBD\CBD\1\3"	802	"Yes"	" "	"DOCTYPE"
"2.1.1.4"	"DOC-Transaktions-Flag"	"No"	0	"Alphanumeric"	3	"#TKCBD\CBD\1\4"	801	"Yes"	" "	"DOCFLAG"
"2.1.1.5"	"DOC-ID"	"Yes"	0	"Alphanumeric"	6	"#TKCBD\CBD\1\5"	804	"Yes"	" "	
"2.1.1.6"	"DOC-Generation"	"No"	0	"Number"	9	"#TKCBD\CBD\1\6"	813	"Yes"	" "	
"2.1.1.7"	"DOC-Verarbeitungsstatus"	"No"	0	"Number"	3	"#TKCBD\CBD\1\7"	814	"Yes"	" "	"DOCSTATUS"
"2.1.2"	"DEFINITION DOC-ZEITSTEMPEL (GMT)"	"No"	0	"Number"	0	"#TKCBD\CBD\2"	"K802"	"Yes"	" "	
"2.1.2.1"	"Datum"	"No"	0	"Alphanumeric"	8	"#TKCBD\CBD\2\1"	2801	"Yes"	" "	"DATE"
"2.1.2.2"	"Zeit"	"No"	0	"Alphanumeric"	9	"#TKCBD\CBD\2\2"	2802	"Yes"	" "	"TIME"
"2.1.3"	"Online-DOC-Generation"	"No"	0	"Number"	9	"#TKCBD\CBD\3\1"	812	"Yes"	" "	
"2.1.4"	"DOC-ZEITSTEMPEL LETZTE ORIGINÄRE ÄNDERUNG (GMT)"	"No"	0	"Number"	0	"#TKCBD\CBD\4"	"K802"	"Yes"	" "	
"2.1.4.1"	"Datum"	"No"	0	"Alphanumeric"	8	"#TKCBD\CBD\4\1"	2801	"Yes"	" "	"DATE"
"2.1.4.2"	"Zeit"	"No"	0	"Alphanumeric"	9	"#TKCBD\CBD\4\2"	2802	"Yes"	" "	"TIME"
2.2	"INSTITUTIONS-IDENTIFIKATION"	"Yes"	1	"Number"	0	"#TKCBD\GEI"	"GEI"	"No"	" "	
"2.2.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCBD\GEI\1"	"K991"	"No"	" "	
"2.2.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCBD\GEI\1\1"	991	"No"	" "	"SEGQUAL"
"2.2.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCBD\GEI\1\2"	992	"No"	" "	"FIELDQUAL"
"2.2.2"	"INSTITUTIONS-IDENTIFIKATION"	"Yes"	0	"Number"	0	"#TKCBD\GEI\2"	"K985"	"No"	" "	
"2.2.2.1"	"Institutions-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCBD\GEI\2\1"	985	"No"	"H"	"INSTIIDSCHEME"
"2.2.2.2"	"Institutions-ID"	"Yes"	0	"Alphanumeric"	12	"#TKCBD\GEI\2\2"	3801	"No"	"H"	
2.3	"MELDUNGS-IDENTIFIKATION"	"Yes"	1	"Number"	0	"#TKCBD\MGG"	"MGG"	"Yes"	" "	
"2.3.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCBD\MGG\1"	"K991"	"Yes"	" "	
"2.3.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCBD\MGG\1\1"	991	"Yes"	" "	"SEGQUAL"
"2.3.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCBD\MGG\1\2"	992	"Yes"	" "	"FIELDQUAL"
"2.3.2"	"Meldungsgegenstand"	"Yes"	0	"Number"	3	"#TKCBD\MGG\2\1"	7891	"Yes"	"H"	"K-200"
"2.3.3"	"Datum Ersterfassung"	"Yes"	0	"Alphanumeric"	8	"#TKCBD\MGG\3\1"	7892	"Yes"	"H"	"DATE"
"2.3.4"	"Laufnummer"	"Yes"	0	"Number"	3	"#TKCBD\MGG\4\1"	7893	"Yes"	"H"	
"2.3.5"	"FIDB-Identifikation"	"No"	0	"Number"	10	"#TKCBD\MGG\5\1"	7820	"Yes"	" "	
2.4	"MELDUNGS-INFORMATIONEN (ADMINISTRATION)"	"No"	2	"Number"	0	"#TKCBD\MGA"	"MGA"	"Yes"	" "	
"2.4.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCBD\MGA\1"	"K991"	"Yes"	" "	
"2.4.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCBD\MGA\1\1"	991	"Yes"	" "	"SEGQUAL"
"2.4.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCBD\MGA\1\2"	992	"Yes"	" "	"FIELDQUAL"
"2.4.2"	"Meldungsart"	"No"	0	"Number"	3	"#TKCBD\MGA\2\1"	7894	"Yes"	"H"	"K-201"
"2.4.3"	"Meldungsstatus"	"No"	0	"Number"	3	"#TKCBD\MGA\3\1"	7895	"Yes"	"H"	"K-203"
"2.4.4"	"Datum letzte Mutation"	"No"	0	"Alphanumeric"	8	"#TKCBD\MGA\4\1"	2801	"Yes"	"H"	"DATE"
"2.4.5"	"Meldungstyp"	"No"	0	"Number"	3	"#TKCBD\MGA\5\1"	7896	"Yes"	"H"	"MESSGFLAG"
2.5	"INSTITUTIONS-KURZNAME"	"No"	6	"Number"	0	"#TKCBD\GEK"	"GEK"	"No"	" "	
"2.5.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCBD\GEK\1"	"K991"	"No"	" "	
"2.5.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCBD\GEK\1\1"	991	"No"	" "	"SEGQUAL"
"2.5.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCBD\GEK\1\2"	992	"No"	" "	"FIELDQUAL"
"2.5.2"	"SPRACH-IDENTIFIKATION"	"Yes"	0	"Number"	0	"#TKCBD\GEK\2"	"K982"	"No"	" "	
"2.5.2.1"	"Sprach-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCBD\GEK\2\1"	982	"No"	"H"	"LANGIDSCHEME"
"2.5.2.2"	"Sprachcode"	"Yes"	0	"Alphanumeric"	3	"#TKCBD\GEK\2\2"	9981	"No"	"H"	"LANGUAGE"
"2.5.3"	"Institutions-Kurzname"	"No"	0	"Alphanumeric"	19	"#TKCBD\GEK\3\1"	3822	"No"	"H"	
2.6	"VERFAHRENS-INFORMATION"	"No"	2	"Number"	0	"#TKCBD\CBA"	"CBA"	"Yes"	" "	
"2.6.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCBD\CBA\1"	"K991"	"Yes"	" "	
"2.6.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCBD\CBA\1\1"	991	"Yes"	" "	"SEGQUAL"
"2.6.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCBD\CBA\1\2"	992	"Yes"	" "	"FIELDQUAL"
"2.6.2"	"Einreichung Konkursantrag"	"No"	0	"Alphanumeric"	8	"#TKCBD\CBA\2\1"	2801	"Yes"	"H"	"DATE"
"2.6.3"	"Datum Gerichtsurteil"	"No"	0	"Alphanumeric"	8	"#TKCBD\CBA\3\1"	2801	"Yes"	"H"	"DATE"
"2.6.4"	"Einstellung Verfahren"	"No"	0	"Alphanumeric"	8	"#TKCBD\CBA\4\1"	2801	"Yes"	"H"	"DATE"
"2.6.5"	"Gläubigervertreter"	"No"	0	"Alphanumeric"	60	"#TKCBD\CBA\5\1"	9995	"Yes"	"H"	
"2.6.6"	"Adresse Vertreter"	"No"	0	"Alphanumeric"	240	"#TKCBD\CBA\6\1"	9998	"Yes"	"H"	
2.7	"BANKRUPTCY INFO"	"No"	2	"Number"	0	"#TKCBD\CBB"	"CBB"	"Yes"	" "	
"2.7.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCBD\CBB\1"	"K991"	"Yes"	" "	
"2.7.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCBD\CBB\1\1"	991	"Yes"	" "	"SEGQUAL"
"2.7.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCBD\CBB\1\2"	992	"Yes"	" "	"FIELDQUAL"
"2.7.2"	"US Chapter Eröffnung"	"No"	0	"Alphanumeric"	120	"#TKCBD\CBB\2\1"	9997	"Yes"	"H"	
"2.7.3"	"US Chapter Aenderung"	"No"	0	"Alphanumeric"	120	"#TKCBD\CBB\3\1"	9997	"Yes"	"H"	
"2.7.4"	"Unter Verwaltung ab"	"No"	0	"Alphanumeric"	8	"#TKCBD\CBB\4\1"	2811	"Yes"	"H"	"DATE"
"2.7.5"	"Unter Verwaltung bis"	"No"	0	"Alphanumeric"	8	"#TKCBD\CBB\5\1"	2812	"Yes"	"H"	"DATE"
2.8	"KONKURSVERFAHREN INFO"	"No"	2	"Number"	0	"#TKCBD\CBC"	"CBC"	"Yes"	" "	
"2.8.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCBD\CBC\1"	"K991"	"Yes"	" "	
"2.8.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCBD\CBC\1\1"	991	"Yes"	" "	"SEGQUAL"
"2.8.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCBD\CBC\1\2"	992	"Yes"	" "	"FIELDQUAL"
"2.8.2"	"Verfahrensstatus"	"No"	0	"Number"	5	"#TKCBD\CBC\2\1"	4820	"Yes"	"H"	"K-114"
"2.8.3"	"Konkursverwalter"	"No"	0	"Alphanumeric"	240	"#TKCBD\CBC\3\1"	9998	"Yes"	"H"	
"2.8.4"	"Datum Versammlung"	"No"	0	"Alphanumeric"	8	"#TKCBD\CBC\4\1"	2801	"Yes"	"H"	"DATE"
"2.8.5"	"Anmeldung Forderungen"	"No"	0	"Alphanumeric"	8	"#TKCBD\CBC\5\1"	2801	"Yes"	"H"	"DATE"
"2.8.6"	"Gerichtsverhandlung"	"No"	0	"Alphanumeric"	8	"#TKCBD\CBC\6\1"	2801	"Yes"	"H"	"DATE"
"2.8.7"	"Löschung HR"	"No"	0	"Alphanumeric"	8	"#TKCBD\CBC\7\1"	2801	"Yes"	"H"	"DATE"
2.9	"QUERVERWEIS AUF ANDERE MELDUNG"	"No"	30	"Number"	0	"#TKCBD\REF"	"REF"	"Yes"	" "	
"2.9.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCBD\REF\1"	"K991"	"Yes"	" "	
"2.9.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCBD\REF\1\1"	991	"Yes"	" "	"SEGQUAL"
"2.9.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCBD\REF\1\2"	992	"Yes"	" "	"FIELDQUAL"
"2.9.2"	"INSTRUMENT-IDENTIFIKATION"	"Yes"	0	"Number"	0	"#TKCBD\REF\2"	"K981"	"Yes"	" "	
"2.9.2.1"	"Instrument-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCBD\REF\2\1"	981	"Yes"	"H"	"INSTRIDSCHEME"
"2.9.2.2"	"Instrument-ID"	"Yes"	0	"Alphanumeric"	12	"#TKCBD\REF\2\2"	7842	"Yes"	"H"	
"2.9.3"	"Meldungsgegenstand"	"Yes"	0	"Number"	3	"#TKCBD\REF\3\1"	7891	"Yes"	"H"	"K-200"
"2.9.4"	"Datum Ersterfassung"	"Yes"	0	"Alphanumeric"	8	"#TKCBD\REF\4\1"	7892	"Yes"	"H"	"DATE"
"2.9.5"	"Laufnummer"	"Yes"	0	"Number"	3	"#TKCBD\REF\5\1"	7893	"Yes"	"H"	
2.1	"MEHRSPRACHIGE BEMERKUNGEN"	"No"	12	"Number"	0	"#TKCBD\TXN"	"TXN"	"Yes"	" "	
"2.10.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCBD\TXN\1"	"K991"	"Yes"	" "	
"2.10.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCBD\TXN\1\1"	991	"Yes"	" "	"SEGQUAL"
"2.10.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCBD\TXN\1\2"	992	"Yes"	" "	"FIELDQUAL"
"2.10.2"	"SPRACH-IDENTIFIKATION"	"Yes"	0	"Number"	0	"#TKCBD\TXN\2"	"K982"	"Yes"	" "	
"2.10.2.1"	"Sprach-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCBD\TXN\2\1"	982	"Yes"	"H"	"LANGIDSCHEME"
"2.10.2.2"	"Sprachcode"	"Yes"	0	"Alphanumeric"	3	"#TKCBD\TXN\2\2"	9981	"Yes"	"H"	"LANGUAGE"
"2.10.3"	"Bemerkungen/Ergänzungen"	"No"	0	"Alphanumeric"	850	"#TKCBD\TXN\3\1"	9992	"Yes"	"H"	
2.11	"QUELLE"	"No"	40	"Number"	0	"#TKCBD\TQU"	"TQU"	"Yes"	" "	
"2.11.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCBD\TQU\1"	"K991"	"Yes"	" "	
"2.11.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCBD\TQU\1\1"	991	"Yes"	" "	"SEGQUAL"
"2.11.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCBD\TQU\1\2"	992	"Yes"	" "	"FIELDQUAL"
"2.11.2"	"Datum"	"No"	0	"Alphanumeric"	8	"#TKCBD\TQU\2\1"	2801	"Yes"	" "	"DATE"
"2.11.3"	"QUELLEN-BESCHREIBUNG"	"No"	0	"Number"	0	"#TKCBD\TQU\3"	"K853"	"Yes"	" "	
"2.11.3.1"	"Quellencode"	"Yes"	0	"Number"	5	"#TKCBD\TQU\3\1"	1801	"Yes"	"H"	"SOURCETYPE"
"2.11.3.2"	"Quellen-Beschreibung"	"No"	0	"Alphanumeric"	240	"#TKCBD\TQU\3\2"	1802	"Yes"	"H"	
